country,month,value
Malawi,2014-01-01,1.6959411
Mexico,2014-01-01,209.4188711
Nepal,2014-01-01,0.0170731
Nicaragua,2014-01-01,94.7977222
Nigeria,2014-01-01,0.0085365
Panama,2014-01-01,1.575492
Papua New Guinea,2014-01-01,46.61509
Paraguay,2014-01-01,0
Peru,2014-01-01,139.59749
Philippines,2014-01-01,0.9306243
Rwanda,2014-01-01,25.0638286
Sierra Leone,2014-01-01,0.8150243
Sri Lanka,2014-01-01,0.0720503
Tanzania,2014-01-01,65.1698833
Thailand,2014-01-01,1.0649143
Timor-Leste,2014-01-01,7.3097371
Togo,2014-01-01,13.94795
Trinidad & Tobago,2014-01-01,0.1760597
Uganda,2014-01-01,391.092
Venezuela,2014-01-01,0.0898328
Vietnam,2014-01-01,1884.050122
Yemen,2014-01-01,4.2891124
Zambia,2014-01-01,1.3355057
Zimbabwe,2014-01-01,0.8417426
Angola,2014-02-01,0
Benin,2014-02-01,0
Bolivia,2014-02-01,6.3693667
Brazil,2014-02-01,2930.05087
Burundi,2014-02-01,12.25
Cameroon,2014-02-01,3.3843333
Central African Republic,2014-02-01,10.48
Colombia,2014-02-01,989.2948973
"Congo, DR",2014-02-01,12.16
Congo,2014-02-01,0
Costa Rica,2014-02-01,118.063287
Cote d'Ivoire,2014-02-01,78.5702833
Cuba,2014-02-01,1.8
Dominican Republic,2014-02-01,3.4044609
Ecuador,2014-02-01,96.3892241
El Salvador,2014-02-01,56.7436125
Equatorial Guinea,2014-02-01,0
Ethiopia,2014-02-01,155.126
Gabon,2014-02-01,0
Ghana,2014-02-01,3.1166667
Guatemala,2014-02-01,321.9837157
Guinea,2014-02-01,3.5176782
Guyana,2014-02-01,1.0445738
Haiti,2014-02-01,0.3901884
Honduras,2014-02-01,523.3632367
India,2014-02-01,567.8912602
Indonesia,2014-02-01,400.0953413
Jamaica,2014-02-01,1.1144944
Kenya,2014-02-01,50.8245898
Laos,2014-02-01,30.1617605
Liberia,2014-02-01,0
Madagascar,2014-02-01,9.9346052
Malawi,2014-02-01,1.9317744
Mexico,2014-02-01,214.28887
Nepal,2014-02-01,0.0152881
Nicaragua,2014-02-01,151.594743
Nigeria,2014-02-01,0.0085365
Panama,2014-02-01,1.5745347
Papua New Guinea,2014-02-01,44.23306
Paraguay,2014-02-01,0.002625
Peru,2014-02-01,157.24083
Philippines,2014-02-01,1.0986153
Rwanda,2014-02-01,20.271343
Sierra Leone,2014-02-01,0.8500243
Sri Lanka,2014-02-01,0.0720503
Tanzania,2014-02-01,105.7882667
Thailand,2014-02-01,1.6680402
Timor-Leste,2014-02-01,11.4275703
Togo,2014-02-01,14.3138833
Trinidad & Tobago,2014-02-01,0.1760597
Uganda,2014-02-01,355.449
Venezuela,2014-02-01,0.0898328
Vietnam,2014-02-01,2205.487227
Yemen,2014-02-01,4.7074457
Zambia,2014-02-01,1.505489
Zimbabwe,2014-02-01,0.7484093
Angola,2014-03-01,0.57
Benin,2014-03-01,0
Bolivia,2014-03-01,6.4025
Brazil,2014-03-01,2782.556375
Burundi,2014-03-01,5.671
Cameroon,2014-03-01,34.315
Central African Republic,2014-03-01,19.045
Colombia,2014-03-01,927.962745
"Congo, DR",2014-03-01,12.78
Congo,2014-03-01,0
Costa Rica,2014-03-01,149.4587811
Cote d'Ivoire,2014-03-01,199.2567167
Cuba,2014-03-01,1.5
Dominican Republic,2014-03-01,7.0543911
Ecuador,2014-03-01,110.5050202
El Salvador,2014-03-01,84.6240776
Equatorial Guinea,2014-03-01,0
Ethiopia,2014-03-01,219.1163333
Gabon,2014-03-01,0
Ghana,2014-03-01,3.1533333
Guatemala,2014-03-01,399.894329
Guinea,2014-03-01,1.7176782
Guyana,2014-03-01,1.0445738
Haiti,2014-03-01,0.0817269
Honduras,2014-03-01,615.574829
India,2014-03-01,640.7363189
Indonesia,2014-03-01,366.0673995
Jamaica,2014-03-01,1.3085067
Kenya,2014-03-01,75.4457998
Laos,2014-03-01,31.3137807
Liberia,2014-03-01,0.4116667
Madagascar,2014-03-01,15.4012719
Malawi,2014-03-01,4.237841
Mexico,2014-03-01,242.8869419
Nepal,2014-03-01,0.0234231
Nicaragua,2014-03-01,197.7706604
Nigeria,2014-03-01,0.0085365
Panama,2014-03-01,2.3711265
Papua New Guinea,2014-03-01,31.64345
Paraguay,2014-03-01,0.0100666
Peru,2014-03-01,100.08745
Philippines,2014-03-01,0.0215242
Rwanda,2014-03-01,12.6508797
Sierra Leone,2014-03-01,0.4383576
Sri Lanka,2014-03-01,0.0720503
Tanzania,2014-03-01,101.75545
Thailand,2014-03-01,3.2332914
Timor-Leste,2014-03-01,7.7035037
Togo,2014-03-01,11.38665
Trinidad & Tobago,2014-03-01,0.1760597
Uganda,2014-03-01,347.663
Venezuela,2014-03-01,0.0898328
Vietnam,2014-03-01,3192.075406
Yemen,2014-03-01,4.1054957
Zambia,2014-03-01,0.2971557
Zimbabwe,2014-03-01,1.0884093
Angola,2014-04-01,0.3
Benin,2014-04-01,0
Bolivia,2014-04-01,2.3666667
Brazil,2014-04-01,3117.401197
Burundi,2014-04-01,9.911
Cameroon,2014-04-01,47.5544667
Central African Republic,2014-04-01,23.993
Colombia,2014-04-01,821.9886498
"Congo, DR",2014-04-01,13.44
Congo,2014-04-01,0
Costa Rica,2014-04-01,184.1108686
Cote d'Ivoire,2014-04-01,56.95785
Cuba,2014-04-01,2.6
Dominican Republic,2014-04-01,9.656258
Ecuador,2014-04-01,97.7899429
El Salvador,2014-04-01,64.5916432
Equatorial Guinea,2014-04-01,0
Ethiopia,2014-04-01,352.1535
Gabon,2014-04-01,0
Ghana,2014-04-01,3.1608863
Guatemala,2014-04-01,334.6132806
Guinea,2014-04-01,1.7176782
Guyana,2014-04-01,1.0445738
Haiti,2014-04-01,0.6468769
Honduras,2014-04-01,502.160426
India,2014-04-01,527.618511
Indonesia,2014-04-01,363.0059168
Jamaica,2014-04-01,1.3091572
Kenya,2014-04-01,70.5975167
Laos,2014-04-01,54.0918539
Liberia,2014-04-01,0
Madagascar,2014-04-01,8.9912719
Malawi,2014-04-01,2.8957744
Mexico,2014-04-01,267.9158967
Nepal,2014-04-01,0.1146558
Nicaragua,2014-04-01,199.5770031
Nigeria,2014-04-01,0.0085365
Panama,2014-04-01,3.9751273
Papua New Guinea,2014-04-01,45.119
Paraguay,2014-04-01,0
Peru,2014-04-01,44.61973
Philippines,2014-04-01,0.4851432
Rwanda,2014-04-01,10.5720663
Sierra Leone,2014-04-01,1.8483576
Sri Lanka,2014-04-01,0.0720503
Tanzania,2014-04-01,69.8320667
Thailand,2014-04-01,1.7971886
Timor-Leste,2014-04-01,8.0251704
Togo,2014-04-01,11.3577333
Trinidad & Tobago,2014-04-01,0.1760597
Uganda,2014-04-01,332.635
Venezuela,2014-04-01,0.0898328
Vietnam,2014-04-01,2751.084392
Yemen,2014-04-01,4.8485957
Zambia,2014-04-01,0.2604339
Zimbabwe,2014-04-01,0.763356
Angola,2014-05-01,3
Benin,2014-05-01,0
Bolivia,2014-05-01,3.171
Brazil,2014-05-01,3016.691737
Burundi,2014-05-01,7.366
Cameroon,2014-05-01,52.8315167
Central African Republic,2014-05-01,14.235
Colombia,2014-05-01,835.4357638
"Congo, DR",2014-05-01,20.56
Congo,2014-05-01,0
Costa Rica,2014-05-01,174.5916661
Cote d'Ivoire,2014-05-01,230.9850167
Cuba,2014-05-01,0.9
Dominican Republic,2014-05-01,10.1773373
Ecuador,2014-05-01,83.6825765
El Salvador,2014-05-01,78.2797733
Equatorial Guinea,2014-05-01,0
Ethiopia,2014-05-01,355.8569284
Gabon,2014-05-01,0
Ghana,2014-05-01,3.16
Guatemala,2014-05-01,448.9138132
Guinea,2014-05-01,2.0376782
Guyana,2014-05-01,1.0445738
Haiti,2014-05-01,0.2680215
Honduras,2014-05-01,628.5265967
India,2014-05-01,496.2209304
Indonesia,2014-05-01,363.3238195
Jamaica,2014-05-01,1.5152339
Kenya,2014-05-01,71.0614867
Laos,2014-05-01,33.4692444
Liberia,2014-05-01,0
Madagascar,2014-05-01,11.1782553
Malawi,2014-05-01,2.1131577
Mexico,2014-05-01,253.0267935
Nepal,2014-05-01,0.1184232
Nicaragua,2014-05-01,267.7997379
Nigeria,2014-05-01,0.0085365
Panama,2014-05-01,7.3100604
Papua New Guinea,2014-05-01,72.21134
Paraguay,2014-05-01,0
Peru,2014-05-01,74.58466
Philippines,2014-05-01,2.9024664
Rwanda,2014-05-01,10.7275629
Sierra Leone,2014-05-01,4.9350243
Sri Lanka,2014-05-01,0.0720503
Tanzania,2014-05-01,65.6322168
Thailand,2014-05-01,2.6379937
Timor-Leste,2014-05-01,5.6001537
Togo,2014-05-01,10.7611333
Trinidad & Tobago,2014-05-01,0.1760597
Uganda,2014-05-01,286.448
Venezuela,2014-05-01,0.0898328
Vietnam,2014-05-01,2420.68074
Yemen,2014-05-01,5.5226123
Zambia,2014-05-01,0.666439
Zimbabwe,2014-05-01,0.7484093
Angola,2014-06-01,0
Benin,2014-06-01,0
Bolivia,2014-06-01,2.945
Brazil,2014-06-01,2962.004366
Burundi,2014-06-01,7.665
Cameroon,2014-06-01,46.0146
Central African Republic,2014-06-01,0.851
Colombia,2014-06-01,761.417567
"Congo, DR",2014-06-01,20.16
Congo,2014-06-01,0
Costa Rica,2014-06-01,159.3067399
Cote d'Ivoire,2014-06-01,41.4394333
Cuba,2014-06-01,0.9
Dominican Republic,2014-06-01,5.4244301
Ecuador,2014-06-01,77.768075
El Salvador,2014-06-01,50.834
Equatorial Guinea,2014-06-01,0
Ethiopia,2014-06-01,525.0988833
Gabon,2014-06-01,0
Ghana,2014-06-01,3.16
Guatemala,2014-06-01,343.4884432
Guinea,2014-06-01,1.7313449
Guyana,2014-06-01,1.0445738
Haiti,2014-06-01,0.3985436
Honduras,2014-06-01,506.4464223
India,2014-06-01,420.7019101
Indonesia,2014-06-01,548.9875021
Jamaica,2014-06-01,0.6841914
Kenya,2014-06-01,85.9987167
Laos,2014-06-01,44.0980728
Liberia,2014-06-01,0
Madagascar,2014-06-01,14.2279386
Malawi,2014-06-01,1.4784411
Mexico,2014-06-01,233.8624553
Nepal,2014-06-01,0.0500898
Nicaragua,2014-06-01,307.1282941
Nigeria,2014-06-01,0.3285365
Panama,2014-06-01,8.7839065
Papua New Guinea,2014-06-01,95.28101
Paraguay,2014-06-01,0.002625
Peru,2014-06-01,155.54309
Philippines,2014-06-01,0.0145117
Rwanda,2014-06-01,10.0475598
Sierra Leone,2014-06-01,1.1383576
Sri Lanka,2014-06-01,0.0720503
Tanzania,2014-06-01,48.5525333
Thailand,2014-06-01,3.1524134
Timor-Leste,2014-06-01,5.4251704
Togo,2014-06-01,4.49635
Trinidad & Tobago,2014-06-01,0.1760597
Uganda,2014-06-01,264.611
Venezuela,2014-06-01,0.0898328
Vietnam,2014-06-01,1813.17547
Yemen,2014-06-01,4.8655457
Zambia,2014-06-01,0.065489
Zimbabwe,2014-06-01,0.7484093
Angola,2014-07-01,0
Benin,2014-07-01,0
Bolivia,2014-07-01,4.235
Brazil,2014-07-01,3037.237465
Burundi,2014-07-01,21.823
Cameroon,2014-07-01,66.9441167
Central African Republic,2014-07-01,0
Colombia,2014-07-01,898.3836567
"Congo, DR",2014-07-01,15.04
Congo,2014-07-01,0
Costa Rica,2014-07-01,127.928859
Cote d'Ivoire,2014-07-01,204.3033
Cuba,2014-07-01,2.821
Dominican Republic,2014-07-01,1.8992446
Ecuador,2014-07-01,78.6877615
El Salvador,2014-07-01,21.6482666
Equatorial Guinea,2014-07-01,0
Ethiopia,2014-07-01,380.305475
Gabon,2014-07-01,0
Ghana,2014-07-01,3.16
Guatemala,2014-07-01,288.2787231
Guinea,2014-07-01,2.0376782
Guyana,2014-07-01,1.0445738
Haiti,2014-07-01,0.5486128
Honduras,2014-07-01,342.81822
India,2014-07-01,382.9089791
Indonesia,2014-07-01,551.9445468
Jamaica,2014-07-01,1.065666
Kenya,2014-07-01,94.0304967
Laos,2014-07-01,46.0613074
Liberia,2014-07-01,0.289
Madagascar,2014-07-01,9.9362719
Malawi,2014-07-01,0.7105496
Mexico,2014-07-01,247.7830039
Nepal,2014-07-01,0.1329897
Nicaragua,2014-07-01,202.9100643
Nigeria,2014-07-01,0.0085365
Panama,2014-07-01,5.4136496
Papua New Guinea,2014-07-01,99.329
Paraguay,2014-07-01,0
Peru,2014-07-01,261.983
Philippines,2014-07-01,0.7113193
Rwanda,2014-07-01,12.7819431
Sierra Leone,2014-07-01,2.4916909
Sri Lanka,2014-07-01,0.0720503
Tanzania,2014-07-01,36.104
Thailand,2014-07-01,2.4463433
Timor-Leste,2014-07-01,5.6401704
Togo,2014-07-01,33.3712167
Trinidad & Tobago,2014-07-01,0.1760597
Uganda,2014-07-01,314.304
Venezuela,2014-07-01,0.0898328
Vietnam,2014-07-01,2235.362327
Yemen,2014-07-01,4.2435624
Zambia,2014-07-01,0.0655306
Zimbabwe,2014-07-01,0.7767426
Angola,2014-08-01,0.585
Benin,2014-08-01,0
Bolivia,2014-08-01,4.39
Brazil,2014-08-01,3095.865525
Burundi,2014-08-01,26.925
Cameroon,2014-08-01,30.8733333
Central African Republic,2014-08-01,0.9
Colombia,2014-08-01,880.6766547
"Congo, DR",2014-08-01,14.965
Congo,2014-08-01,0
Costa Rica,2014-08-01,70.938038
Cote d'Ivoire,2014-08-01,117.52995
Cuba,2014-08-01,0
Dominican Republic,2014-08-01,0.6899529
Ecuador,2014-08-01,89.4166349
El Salvador,2014-08-01,10.114323
Equatorial Guinea,2014-08-01,0
Ethiopia,2014-08-01,249.8899583
Gabon,2014-08-01,0
Ghana,2014-08-01,3.16
Guatemala,2014-08-01,274.6059352
Guinea,2014-08-01,1.7176782
Guyana,2014-08-01,1.0445738
Haiti,2014-08-01,0.1485436
Honduras,2014-08-01,141.4956397
India,2014-08-01,297.3275016
Indonesia,2014-08-01,672.2761846
Jamaica,2014-08-01,0.7666978
Kenya,2014-08-01,65.41525
Laos,2014-08-01,26.0610272
Liberia,2014-08-01,0
Madagascar,2014-08-01,11.8237276
Malawi,2014-08-01,1.1457744
Mexico,2014-08-01,163.1135638
Nepal,2014-08-01,0.0700898
Nicaragua,2014-08-01,139.2321434
Nigeria,2014-08-01,0.1335365
Panama,2014-08-01,6.88302
Papua New Guinea,2014-08-01,96.035
Paraguay,2014-08-01,0.0010833
Peru,2014-08-01,398.41093
Philippines,2014-08-01,0.7072758
Rwanda,2014-08-01,19.6378147
Sierra Leone,2014-08-01,2.0966909
Sri Lanka,2014-08-01,0.0720503
Tanzania,2014-08-01,21.5314167
Thailand,2014-08-01,2.7096414
Timor-Leste,2014-08-01,2.8435037
Togo,2014-08-01,4.3744333
Trinidad & Tobago,2014-08-01,0.1760597
Uganda,2014-08-01,268.033
Venezuela,2014-08-01,0.0898328
Vietnam,2014-08-01,2110.558049
Yemen,2014-08-01,4.4191457
Zambia,2014-08-01,0.1442057
Zimbabwe,2014-08-01,0.7484093
Angola,2014-09-01,0
Benin,2014-09-01,0
Bolivia,2014-09-01,5.1141667
Brazil,2014-09-01,2989.581204
Burundi,2014-09-01,35.69
Cameroon,2014-09-01,30.3771667
Central African Republic,2014-09-01,0
Colombia,2014-09-01,826.1641489
"Congo, DR",2014-09-01,10.822
Congo,2014-09-01,0
Costa Rica,2014-09-01,34.5884828
Cote d'Ivoire,2014-09-01,224.6546334
Cuba,2014-09-01,0.32
Dominican Republic,2014-09-01,1.6681709
Ecuador,2014-09-01,136.6402684
El Salvador,2014-09-01,9.3869279
Equatorial Guinea,2014-09-01,0
Ethiopia,2014-09-01,201.4346667
Gabon,2014-09-01,0
Ghana,2014-09-01,3.6102166
Guatemala,2014-09-01,191.770766
Guinea,2014-09-01,1.7176782
Guyana,2014-09-01,1.0445738
Haiti,2014-09-01,0.4091241
Honduras,2014-09-01,70.1137213
India,2014-09-01,389.8727042
Indonesia,2014-09-01,770.0358599
Jamaica,2014-09-01,1.2025391
Kenya,2014-09-01,66.9206026
Laos,2014-09-01,26.5988291
Liberia,2014-09-01,0
Madagascar,2014-09-01,8.1362719
Malawi,2014-09-01,1.4976077
Mexico,2014-09-01,166.0821805
Nepal,2014-09-01,0.0269298
Nicaragua,2014-09-01,148.9347211
Nigeria,2014-09-01,0.3218698
Panama,2014-09-01,5.0574886
Papua New Guinea,2014-09-01,93.82587
Paraguay,2014-09-01,0
Peru,2014-09-01,459.39598
Philippines,2014-09-01,0.2190663
Rwanda,2014-09-01,27.7399329
Sierra Leone,2014-09-01,2.7516909
Sri Lanka,2014-09-01,0.0720503
Tanzania,2014-09-01,39.08897
Thailand,2014-09-01,2.0348521
Timor-Leste,2014-09-01,13.626837
Togo,2014-09-01,18.9754167
Trinidad & Tobago,2014-09-01,0.1760597
Uganda,2014-09-01,207.923
Venezuela,2014-09-01,0.0898328
Vietnam,2014-09-01,1980.37097
Yemen,2014-09-01,4.136929
Zambia,2014-09-01,0.065489
Zimbabwe,2014-09-01,0.7484093
Angola,2014-10-01,0
Benin,2014-10-01,0
Bolivia,2014-10-01,5.0863333
Brazil,2014-10-01,3346.487036
Burundi,2014-10-01,42.3
Cameroon,2014-10-01,23.656
Central African Republic,2014-10-01,0
Colombia,2014-10-01,970.4131883
"Congo, DR",2014-10-01,7.24
Congo,2014-10-01,0
Costa Rica,2014-10-01,25.9730812
Cote d'Ivoire,2014-10-01,77.5373333
Cuba,2014-10-01,0
Dominican Republic,2014-10-01,0.9066995
Ecuador,2014-10-01,115.7096333
El Salvador,2014-10-01,2.1078505
Equatorial Guinea,2014-10-01,0
Ethiopia,2014-10-01,239.118
Gabon,2014-10-01,0
Ghana,2014-10-01,2.5001066
Guatemala,2014-10-01,39.8974245
Guinea,2014-10-01,2.6776782
Guyana,2014-10-01,1.0445738
Haiti,2014-10-01,0.0128107
Honduras,2014-10-01,20.79775
India,2014-10-01,303.195152
Indonesia,2014-10-01,648.9431418
Jamaica,2014-10-01,0.3355159
Kenya,2014-10-01,71.8338333
Laos,2014-10-01,25.1276211
Liberia,2014-10-01,0.2533333
Madagascar,2014-10-01,9.4629386
Malawi,2014-10-01,0.8802499
Mexico,2014-10-01,78.2190003
Nepal,2014-10-01,0.2284231
Nicaragua,2014-10-01,103.6244384
Nigeria,2014-10-01,0.0085365
Panama,2014-10-01,2.9024132
Papua New Guinea,2014-10-01,74.96716
Paraguay,2014-10-01,0
Peru,2014-10-01,444.21906
Philippines,2014-10-01,2.7939336
Rwanda,2014-10-01,41.7205263
Sierra Leone,2014-10-01,2.8700243
Sri Lanka,2014-10-01,0.0720503
Tanzania,2014-10-01,45.298
Thailand,2014-10-01,2.6695676
Timor-Leste,2014-10-01,16.082362
Togo,2014-10-01,5.8977667
Trinidad & Tobago,2014-10-01,0.1760597
Uganda,2014-10-01,229.442
Venezuela,2014-10-01,0.0898328
Vietnam,2014-10-01,1894.165302
Yemen,2014-10-01,3.856329
Zambia,2014-10-01,0.705489
Zimbabwe,2014-10-01,0.9937426
Angola,2014-11-01,3.45
Benin,2014-11-01,0
Bolivia,2014-11-01,5.4593833
Brazil,2014-11-01,3153.128307
Burundi,2014-11-01,49.808
Cameroon,2014-11-01,21.45
Central African Republic,2014-11-01,0
Colombia,2014-11-01,1018.986795
"Congo, DR",2014-11-01,8.05
Congo,2014-11-01,0
Costa Rica,2014-11-01,31.039133
Cote d'Ivoire,2014-11-01,131.1962666
Cuba,2014-11-01,0.3
Dominican Republic,2014-11-01,1.4382989
Ecuador,2014-11-01,85.2766804
El Salvador,2014-11-01,4.7043746
Equatorial Guinea,2014-11-01,0
Ethiopia,2014-11-01,174.2542916
Gabon,2014-11-01,0
Ghana,2014-11-01,2.7767733
Guatemala,2014-11-01,56.8105796
Guinea,2014-11-01,1.7176782
Guyana,2014-11-01,1.0445738
Haiti,2014-11-01,0.0335699
Honduras,2014-11-01,105.447318
India,2014-11-01,282.4936072
Indonesia,2014-11-01,458.7829245
Jamaica,2014-11-01,0.2033439
Kenya,2014-11-01,53.9135308
Laos,2014-11-01,11.603192
Liberia,2014-11-01,0.3916667
Madagascar,2014-11-01,7.6546851
Malawi,2014-11-01,2.590191
Mexico,2014-11-01,148.5470002
Nepal,2014-11-01,0.0325299
Nicaragua,2014-11-01,35.7778793
Nigeria,2014-11-01,0.2868698
Panama,2014-11-01,2.2486229
Papua New Guinea,2014-11-01,64.83896
Paraguay,2014-11-01,0.0153333
Peru,2014-11-01,355.68711
Philippines,2014-11-01,1.4093428
Rwanda,2014-11-01,34.513843
Sierra Leone,2014-11-01,1.5483576
Sri Lanka,2014-11-01,0.0720503
Tanzania,2014-11-01,54.9037834
Thailand,2014-11-01,1.9578019
Timor-Leste,2014-11-01,17.0790037
Togo,2014-11-01,3.473
Trinidad & Tobago,2014-11-01,0.177448
Uganda,2014-11-01,219.948
Venezuela,2014-11-01,0.0898328
Vietnam,2014-11-01,1459.951753
Yemen,2014-11-01,4.8489169
Zambia,2014-11-01,0.065489
Zimbabwe,2014-11-01,1.195076
Angola,2014-12-01,1.47
Benin,2014-12-01,0
Bolivia,2014-12-01,5.5900833
Brazil,2014-12-01,3217.714454
Burundi,2014-12-01,22.9
Cameroon,2014-12-01,11.6333333
Central African Republic,2014-12-01,0
Colombia,2014-12-01,1055.786287
"Congo, DR",2014-12-01,8.64
Congo,2014-12-01,0
Costa Rica,2014-12-01,49.1145488
Cote d'Ivoire,2014-12-01,140
Cuba,2014-12-01,1.8
Dominican Republic,2014-12-01,1.2482379
Ecuador,2014-12-01,87.1500502
El Salvador,2014-12-01,39.9440618
Equatorial Guinea,2014-12-01,0
Ethiopia,2014-12-01,160.079
Gabon,2014-12-01,0
Ghana,2014-12-01,2.5365066
Guatemala,2014-12-01,104.0592384
Guinea,2014-12-01,1.7926782000000001
Guyana,2014-12-01,1.0445738
Haiti,2014-12-01,0.0333618
Honduras,2014-12-01,287.2096633
India,2014-12-01,359.5856998
Indonesia,2014-12-01,644.2567428
Jamaica,2014-12-01,0.4301924
Kenya,2014-12-01,58.0122
Laos,2014-12-01,17.0193438
Liberia,2014-12-01,0
Madagascar,2014-12-01,10.6462719
Malawi,2014-12-01,3.8212577
Mexico,2014-12-01,177.0080005
Nepal,2014-12-01,0.018938
Nicaragua,2014-12-01,51.4899772
Nigeria,2014-12-01,0.3018698
Panama,2014-12-01,2.8064896
Papua New Guinea,2014-12-01,42.735
Paraguay,2014-12-01,0
Peru,2014-12-01,128.52052
Philippines,2014-12-01,0.7437155
Rwanda,2014-12-01,29.9044778
Sierra Leone,2014-12-01,2.2483576
Sri Lanka,2014-12-01,0.0720503
Tanzania,2014-12-01,64.3003499
Thailand,2014-12-01,1.998414
Timor-Leste,2014-12-01,15.679137
Togo,2014-12-01,1.6131
Trinidad & Tobago,2014-12-01,0.1760597
Uganda,2014-12-01,224.803
Venezuela,2014-12-01,0.0898328
Vietnam,2014-12-01,2150.182403
Yemen,2014-12-01,4.1557457
Zambia,2014-12-01,0.0674722
Zimbabwe,2014-12-01,1.3844093
Angola,2015-01-01,0.3
Benin,2015-01-01,0
Bolivia,2015-01-01,2.6598333
Brazil,2015-01-01,3058.438806
Burundi,2015-01-01,13.012
Cameroon,2015-01-01,7.9
Central African Republic,2015-01-01,0.6
Colombia,2015-01-01,1057.842992
"Congo, DR",2015-01-01,13.77
Congo,2015-01-01,0
Costa Rica,2015-01-01,83.5313524
Cote d'Ivoire,2015-01-01,68.3234833
Cuba,2015-01-01,1.08
Dominican Republic,2015-01-01,1.9981674
Ecuador,2015-01-01,83.8949752
El Salvador,2015-01-01,61.6711391
Equatorial Guinea,2015-01-01,0
Ethiopia,2015-01-01,108.1998333
Gabon,2015-01-01,0
Ghana,2015-01-01,0.1818835
Guatemala,2015-01-01,185.1582398
Guinea,2015-01-01,8.7963675
Guyana,2015-01-01,0.0750001
Haiti,2015-01-01,0.1479683
Honduras,2015-01-01,525.6697073
India,2015-01-01,303.0070488
Indonesia,2015-01-01,516.3847889
Jamaica,2015-01-01,0.6448356
Kenya,2015-01-01,37.5700533
Laos,2015-01-01,20.9112446
Liberia,2015-01-01,0
Madagascar,2015-01-01,6.142662
Malawi,2015-01-01,2.9105738
Mexico,2015-01-01,196.5830006
Nepal,2015-01-01,0.049278
Nicaragua,2015-01-01,93.2257388
Nigeria,2015-01-01,0.1823223
Panama,2015-01-01,1.7435214
Papua New Guinea,2015-01-01,34.347
Paraguay,2015-01-01,0
Peru,2015-01-01,44.31618
Philippines,2015-01-01,3.5419393
Rwanda,2015-01-01,16.0061512
Sierra Leone,2015-01-01,1.3356733
Sri Lanka,2015-01-01,0.026235
Tanzania,2015-01-01,71.1489666
Thailand,2015-01-01,1.5159825
Timor-Leste,2015-01-01,13.5999856
Togo,2015-01-01,12.0287667
Trinidad & Tobago,2015-01-01,0.2800863
Uganda,2015-01-01,310.149
Venezuela,2015-01-01,0.1
Vietnam,2015-01-01,2044.298651
Yemen,2015-01-01,1.4809273
Zambia,2015-01-01,0.2850599
Zimbabwe,2015-01-01,1.2072084
Angola,2015-02-01,0
Benin,2015-02-01,0
Bolivia,2015-02-01,3.1596583
Brazil,2015-02-01,2746.964628
Burundi,2015-02-01,7.862
Cameroon,2015-02-01,7.686
Central African Republic,2015-02-01,0.6
Colombia,2015-02-01,1057.13849
"Congo, DR",2015-02-01,14.39
Congo,2015-02-01,0
Costa Rica,2015-02-01,112.576146
Cote d'Ivoire,2015-02-01,92.1021167
Cuba,2015-02-01,1.2
Dominican Republic,2015-02-01,2.0050028
Ecuador,2015-02-01,65.3029832
El Salvador,2015-02-01,87.3099833
Equatorial Guinea,2015-02-01,0
Ethiopia,2015-02-01,104.8883667
Gabon,2015-02-01,0
Ghana,2015-02-01,0.4435501
Guatemala,2015-02-01,254.6592937
Guinea,2015-02-01,12.7663675
Guyana,2015-02-01,0.0750001
Haiti,2015-02-01,0.1514183
Honduras,2015-02-01,642.351406
India,2015-02-01,487.173182
Indonesia,2015-02-01,565.0992238
Jamaica,2015-02-01,0.9277439
Kenya,2015-02-01,40.2388333
Laos,2015-02-01,37.4222702
Liberia,2015-02-01,0
Madagascar,2015-02-01,7.6909953
Malawi,2015-02-01,1.8518816
Mexico,2015-02-01,241.0460007
Nepal,2015-02-01,0.0387981
Nicaragua,2015-02-01,188.7842016
Nigeria,2015-02-01,0.0130945
Panama,2015-02-01,1.7708449
Papua New Guinea,2015-02-01,39.81713
Paraguay,2015-02-01,0
Peru,2015-02-01,41.70203
Philippines,2015-02-01,2.815862
Rwanda,2015-02-01,15.8814312
Sierra Leone,2015-02-01,1.9890066
Sri Lanka,2015-02-01,0.0296941
Tanzania,2015-02-01,69.8529334
Thailand,2015-02-01,1.6297268
Timor-Leste,2015-02-01,7.5973523
Togo,2015-02-01,28.9279333
Trinidad & Tobago,2015-02-01,0.2800863
Uganda,2015-02-01,290.475
Venezuela,2015-02-01,0.1
Vietnam,2015-02-01,1778.355997
Yemen,2015-02-01,0.6032773
Zambia,2015-02-01,0.0867266
Zimbabwe,2015-02-01,0.3022084
Angola,2015-03-01,0.3
Benin,2015-03-01,0
Bolivia,2015-03-01,2.1995
Brazil,2015-03-01,3134.463955
Burundi,2015-03-01,0.288
Cameroon,2015-03-01,19.3216667
Central African Republic,2015-03-01,0.6
Colombia,2015-03-01,785.7292369
"Congo, DR",2015-03-01,10.2
Congo,2015-03-01,0
Costa Rica,2015-03-01,143.0593177
Cote d'Ivoire,2015-03-01,159.3554833
Cuba,2015-03-01,0.90005
Dominican Republic,2015-03-01,2.3700105
Ecuador,2015-03-01,87.6915751
El Salvador,2015-03-01,110.4048086
Equatorial Guinea,2015-03-01,0
Ethiopia,2015-03-01,194.7413333
Gabon,2015-03-01,0
Ghana,2015-03-01,0.2152168
Guatemala,2015-03-01,365.7111469
